Date;TE06 Büro- Raumregelung: Einzelraumregler Temperatur Messwert. [°C];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Messwert. [°C];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];MSR02 Wetterstation ALlgemein: aktuelle Lufttemperatur [°C];Aussen Temperatur Freigabe: Übergangszeit Manuel;Aussen Temperatur Freigabe: Automatik Betrieb;Aussen Temperatur Freigabe: Sommerbetrieb Manuel;Aussen Temperatur Freigabe: Winterbetrieb Manuel;Aussen Temperatur Freigabe: Störungen sperren;Aussen Temperatur Freigabe: Sommerbetrieb;Aussen Temperatur Freigabe: Winterbetrieb;Aussen Temperatur Freigabe: Übergangbetrieb
00:00,0;2.338.175.604;232.718.894;1;0;0;0;0;0;0;0;1.399.999.976;0;1;0;0;0;0;1;0
01:00,0;2.336.954.863;23.259.682;1;0;0;0;0;0;0;0;1.399.999.976;0;1;0;0;0;0;1;0
02:00,0;2.335.734.123;232.718.894;1;0;0;0;0;0;0;0;01. Mai;0;1;0;0;0;0;1;0
03:00,0;2.335.734.123;232.718.894;1;0;0;0;0;0;0;0;01. Mai;0;1;0;0;0;0;1;0
04:00,0;2.336.954.863;232.718.894;1;0;0;0;0;0;0;0;01. Mai;0;1;0;0;0;0;1;0
05:00,0;2.335.734.123;23.259.682;1;0;0;0;0;0;0;0;01. Mai;0;1;0;0;0;0;1;0
06:00,0;2.336.954.863;23.259.682;1;0;0;0;0;0;0;0;1.600.000.024;0;1;0;0;0;0;1;0
07:00,0;2.334.513.382;2.324.747.459;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
08:00,0;2.334.513.382;23.259.682;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
09:00,0;2.333.292.642;2.323.526.719;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
10:00,0;2.333.292.642;2.324.747.459;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
11:00,0;2.335.734.123;23.259.682;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
12:00,0;2.333.292.642;2.323.526.719;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
13:00,0;2.333.292.642;2.324.747.459;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
14:00,0;2.333.292.642;2.324.747.459;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
15:00,0;2.334.513.382;2.322.305.979;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
16:00,0;2.329.630.421;2.324.747.459;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
17:00,0;2.332.071.902;2.323.526.719;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
18:00,0;232.840.968;2.324.747.459;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
19:00,0;2.332.071.902;2.322.305.979;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
20:00,0;2.332.071.902;2.322.305.979;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
21:00,0;232.840.968;2.322.305.979;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
22:00,0;2.329.630.421;2.321.085.238;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
23:00,0;232.718.894;2.322.305.979;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
24:00,0;2.329.630.421;2.322.305.979;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
25:00,0;232.840.968;2.321.085.238;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
26:00,0;232.718.894;2.321.085.238;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
27:00,0;232.840.968;2.319.864.498;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
28:00,0;232.840.968;2.319.864.498;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
29:00,0;232.840.968;2.322.305.979;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
30:00,0;232.840.968;2.322.305.979;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
31:00,0;232.718.894;2.317.423.017;1;0;0;0;0;0;0;0;1.600.000.024;0;1;0;0;0;0;1;0
32:00,0;232.718.894;2.319.864.498;1;0;0;0;0;0;0;0;1.299.999.952;0;1;0;0;0;0;1;0
33:00,0;23.259.682;2.321.085.238;1;0;0;0;0;0;0;0;1.299.999.952;0;1;0;0;0;0;1;0
34:00,0;232.718.894;2.317.423.017;1;0;0;0;0;0;0;0;1.299.999.952;0;1;0;0;0;0;1;0
35:00,0;232.840.968;2.319.864.498;1;0;0;0;0;0;0;0;1.299.999.952;0;1;0;0;0;0;1;0
36:00,0;23.259.682;2.316.202.277;1;0;0;0;0;0;0;0;1.299.999.952;0;1;0;0;0;0;1;0
37:00,0;23.259.682;2.319.864.498;1;0;0;0;0;0;0;0;01. Mai;0;1;0;0;0;0;1;0
38:00,0;232.840.968;2.316.202.277;1;0;0;0;0;0;0;0;01. Mai;0;1;0;0;0;0;1;0
39:00,0;232.718.894;2.314.981.536;1;0;0;0;0;0;0;0;1.600.000.024;0;1;0;0;0;0;1;0
40:00,0;232.718.894;2.316.202.277;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
41:00,0;23.259.682;2.316.202.277;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
42:00,0;2.324.747.459;2.316.202.277;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
43:00,0;2.323.526.719;2.317.423.017;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
44:00,0;2.324.747.459;2.314.981.536;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
45:00,0;2.324.747.459;2.314.981.536;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
46:00,0;23.259.682;2.313.760.796;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
47:00,0;2.324.747.459;2.317.423.017;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
48:00,0;2.323.526.719;2.312.540.056;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
49:00,0;2.323.526.719;2.314.981.536;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
50:00,0;2.324.747.459;2.316.202.277;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
51:00,0;2.323.526.719;2.314.981.536;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
52:00,0;2.319.864.498;2.313.760.796;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
53:00,0;2.323.526.719;2.312.540.056;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
54:00,0;2.319.864.498;2.314.981.536;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
55:00,0;2.323.526.719;2.312.540.056;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
56:00,0;2.323.526.719;2.312.540.056;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
57:00,0;2.317.423.017;2.312.540.056;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
58:00,0;2.321.085.238;2.311.319.315;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
59:00,0;2.321.085.238;2.313.760.796;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
00:00,0;2.318.643.757;2.312.540.056;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
01:00,0;2.317.423.017;2.312.540.056;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
02:00,0;2.319.864.498;2.312.540.056;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
03:00,0;2.317.423.017;2.312.540.056;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
04:00,0;2.318.643.757;2.311.319.315;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
05:00,0;2.318.643.757;2.312.540.056;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
06:00,0;2.317.423.017;2.308.877.834;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
07:00,0;2.318.643.757;2.312.540.056;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
08:00,0;2.317.423.017;2.307.657.094;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
09:00,0;2.317.423.017;2.307.657.094;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
10:00,0;2.317.423.017;2.311.319.315;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
11:00,0;2.316.202.277;2.307.657.094;1;0;0;0;0;0;0;0;2.299.999.952;0;1;0;0;0;0;1;0
12:00,0;2.316.202.277;2.311.319.315;1;0;0;0;0;0;0;0;2.299.999.952;0;1;0;0;0;0;1;0
13:00,0;2.316.202.277;2.305.215.613;1;0;0;0;0;0;0;0;2.299.999.952;0;1;0;0;0;0;1;0
14:00,0;2.316.202.277;2.307.657.094;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
15:00,0;2.314.981.536;2.306.436.354;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
16:00,0;2.316.202.277;2.308.877.834;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
17:00,0;2.314.981.536;2.306.436.354;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
18:00,0;2.316.202.277;2.306.436.354;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
19:00,0;2.313.760.796;2.306.436.354;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
20:00,0;2.317.423.017;2.306.436.354;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
21:00,0;2.314.981.536;2.305.215.613;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
22:00,0;2.313.760.796;2.306.436.354;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
23:00,0;2.314.981.536;2.301.553.392;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
24:00,0;2.314.981.536;2.305.215.613;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
25:00,0;2.311.319.315;2.302.774.133;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
26:00,0;2.310.098.575;2.303.994.873;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
27:00,0;2.313.760.796;2.301.553.392;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
28:00,0;2.308.877.834;2.302.774.133;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
29:00,0;2.311.319.315;2.303.994.873;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
30:00,0;2.311.319.315;2.302.774.133;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
31:00,0;2.311.319.315;2.302.774.133;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
32:00,0;2.311.319.315;2.302.774.133;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
33:00,0;2.314.981.536;2.301.553.392;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
34:00,0;2.311.319.315;2.302.774.133;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
35:00,0;2.310.098.575;2.302.774.133;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
36:00,0;2.310.098.575;2.301.553.392;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
37:00,0;2.311.319.315;2.302.774.133;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
38:00,0;2.310.098.575;2.301.553.392;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
39:00,0;2.310.098.575;2.301.553.392;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
40:00,0;2.307.657.094;2.299.111.911;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
41:00,0;2.308.877.834;2.299.111.911;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
42:00,0;2.307.657.094;2.301.553.392;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
43:00,0;2.307.657.094;2.299.111.911;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
44:00,0;2.310.098.575;2.299.111.911;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
45:00,0;2.307.657.094;2.297.891.171;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
46:00,0;2.307.657.094;2.297.891.171;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
47:00,0;2.307.657.094;2.299.111.911;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
48:00,0;2.306.436.354;2.299.111.911;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
49:00,0;2.306.436.354;2.296.670.431;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
50:00,0;2.306.436.354;2.299.111.911;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
51:00,0;2.305.215.613;2.299.111.911;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
52:00,0;2.306.436.354;2.296.670.431;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
53:00,0;2.306.436.354;2.297.891.171;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
54:00,0;2.306.436.354;2.297.891.171;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
55:00,0;2.308.877.834;2.299.111.911;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
56:00,0;2.306.436.354;2.293.008.209;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
57:00,0;2.303.994.873;229.544.969;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
58:00,0;2.305.215.613;2.297.891.171;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
59:00,0;2.305.215.613;229.544.969;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
00:00,0;2.305.215.613;229.422.895;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
01:00,0;2.301.553.392;2.293.008.209;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
02:00,0;2.303.994.873;229.422.895;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
03:00,0;2.303.994.873;2.293.008.209;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
04:00,0;2.305.215.613;2.290.566.729;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
05:00,0;2.303.994.873;229.422.895;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
06:00,0;2.301.553.392;2.290.566.729;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
07:00,0;2.305.215.613;229.422.895;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
08:00,0;2.303.994.873;229.422.895;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
09:00,0;2.305.215.613;229.422.895;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
10:00,0;2.301.553.392;2.290.566.729;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
11:00,0;2.301.553.392;2.290.566.729;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
12:00,0;2.303.994.873;2.293.008.209;1;0;0;0;0;0;0;0;1.600.000.024;0;1;0;0;0;0;1;0
13:00,0;2.300.332.652;229.422.895;1;0;0;0;0;0;0;0;1.600.000.024;0;1;0;0;0;0;1;0
14:00,0;2.300.332.652;2.290.566.729;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
15:00,0;2.301.553.392;2.290.566.729;1;0;0;0;0;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
16:00,0;2.299.111.911;2.289.345.988;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
17:00,0;2.301.553.392;2.289.345.988;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
18:00,0;2.300.332.652;2.290.566.729;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
19:00,0;2.299.111.911;2.289.345.988;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
20:00,0;2.297.891.171;2.289.345.988;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
21:00,0;2.299.111.911;2.288.125.248;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
22:00,0;2.299.111.911;2.289.345.988;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
23:00,0;2.297.891.171;2.289.345.988;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
24:00,0;2.300.332.652;2.288.125.248;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
25:00,0;2.300.332.652;2.285.683.767;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
26:00,0;2.297.891.171;2.286.904.508;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
27:00,0;2.296.670.431;2.284.463.027;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
28:00,0;2.297.891.171;2.288.125.248;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
29:00,0;2.296.670.431;2.286.904.508;1;0;0;0;0;0;0;0;2.299.999.952;0;1;0;0;0;0;1;0
30:00,0;2.297.891.171;2.289.345.988;1;0;0;0;0;0;0;0;2.299.999.952;0;1;0;0;0;0;1;0
31:00,0;2.297.891.171;2.285.683.767;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
32:00,0;2.296.670.431;2.285.683.767;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
33:00,0;2.297.891.171;2.286.904.508;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
34:00,0;2.296.670.431;2.286.904.508;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
35:00,0;2.296.670.431;2.284.463.027;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
36:00,0;229.544.969;2.282.021.546;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
37:00,0;2.297.891.171;2.284.463.027;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
38:00,0;2.296.670.431;2.282.021.546;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
39:00,0;229.544.969;2.285.683.767;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
40:00,0;2.293.008.209;2.282.021.546;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
41:00,0;229.544.969;2.284.463.027;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
42:00,0;229.544.969;2.284.463.027;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
43:00,0;229.544.969;2.284.463.027;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
44:00,0;2.293.008.209;2.282.021.546;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
45:00,0;229.544.969;2.280.800.806;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
46:00,0;2.296.670.431;2.285.683.767;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
47:00,0;2.293.008.209;2.280.800.806;1;0;0;0;0;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
48:00,0;2.291.787.469;2.279.580.065;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
49:00,0;2.293.008.209;2.278.359.325;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
50:00,0;2.291.787.469;2.280.800.806;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
51:00,0;2.290.566.729;2.280.800.806;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
52:00,0;229.544.969;2.280.800.806;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
53:00,0;2.293.008.209;2.278.359.325;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
54:00,0;2.291.787.469;2.279.580.065;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
55:00,0;2.291.787.469;2.282.021.546;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
56:00,0;2.291.787.469;2.280.800.806;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
57:00,0;2.290.566.729;2.278.359.325;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
58:00,0;2.291.787.469;2.279.580.065;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
59:00,0;2.289.345.988;2.282.021.546;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
00:00,0;2.289.345.988;2.279.580.065;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
01:00,0;2.289.345.988;2.278.359.325;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
02:00,0;2.289.345.988;2.277.138.585;1;0;0;0;0;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
03:00,0;2.289.345.988;2.277.138.585;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
04:00,0;2.290.566.729;2.279.580.065;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
05:00,0;2.293.008.209;2.279.580.065;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
06:00,0;2.290.566.729;2.275.917.844;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
07:00,0;2.286.904.508;2.275.917.844;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
08:00,0;2.288.125.248;2.275.917.844;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
09:00,0;2.288.125.248;2.272.255.623;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
10:00,0;2.290.566.729;2.277.138.585;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
11:00,0;2.286.904.508;2.275.917.844;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
12:00,0;2.286.904.508;2.277.138.585;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
13:00,0;2.286.904.508;2.277.138.585;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
14:00,0;2.286.904.508;2.278.359.325;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
15:00,0;2.286.904.508;2.279.580.065;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
16:00,0;2.286.904.508;2.279.580.065;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
17:00,0;2.286.904.508;2.280.800.806;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
18:00,0;2.286.904.508;2.285.683.767;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
19:00,0;2.286.904.508;2.285.683.767;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
20:00,0;2.285.683.767;2.285.683.767;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
21:00,0;2.283.242.286;2.289.345.988;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
22:00,0;2.286.904.508;2.293.008.209;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
23:00,0;2.285.683.767;2.289.345.988;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
24:00,0;2.285.683.767;229.544.969;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
25:00,0;2.285.683.767;229.544.969;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
26:00,0;2.285.683.767;2.296.670.431;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
27:00,0;2.283.242.286;2.296.670.431;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
28:00,0;2.283.242.286;2.296.670.431;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
29:00,0;2.283.242.286;229.544.969;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
30:00,0;2.285.683.767;229.544.969;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
31:00,0;2.283.242.286;2.293.008.209;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
32:00,0;2.283.242.286;2.293.008.209;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0
33:00,0;2.282.021.546;2.290.566.729;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
34:00,0;2.283.242.286;2.289.345.988;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
35:00,0;2.282.021.546;2.289.345.988;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
36:00,0;2.283.242.286;2.286.904.508;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
37:00,0;2.282.021.546;2.285.683.767;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
38:00,0;2.283.242.286;2.289.345.988;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
39:00,0;2.285.683.767;2.288.125.248;1;0;0;0;0;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
40:00,0;2.283.242.286;2.284.463.027;1;0;0;0;0;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
