Date;TE06 Büro- Raumregelung: Einzelraumregler Temperatur Messwert. [°C];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Messwert. [°C];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];MSR02 Wetterstation ALlgemein: aktuelle Lufttemperatur [°C];Aussen Temperatur Freigabe: Übergangszeit Manuel;Aussen Temperatur Freigabe: Automatik Betrieb;Aussen Temperatur Freigabe: Sommerbetrieb Manuel;Aussen Temperatur Freigabe: Winterbetrieb Manuel;Aussen Temperatur Freigabe: Störungen sperren;Aussen Temperatur Freigabe: Sommerbetrieb;Aussen Temperatur Freigabe: Winterbetrieb;Aussen Temperatur Freigabe: Übergangbetrieb
09:00,0;2.290.566.729;2.277.138.585;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
10:00,0;2.291.787.469;2.275.917.844;0;0;0;0;1;0;0;0;-0.100000001;0;1;0;0;0;0;1;0
11:00,0;2.286.904.508;2.277.138.585;0;0;0;0;1;0;0;0;-0.200000003;0;1;0;0;0;0;1;0
12:00,0;2.283.242.286;2.277.138.585;0;0;0;0;1;0;0;0;-0.100000001;0;1;0;0;0;0;1;0
13:00,0;2.290.566.729;2.280.800.806;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
14:00,0;2.288.125.248;2.280.800.806;0;0;0;0;1;0;0;0;-0.100000001;0;1;0;0;0;0;1;0
15:00,0;2.286.904.508;2.282.021.546;0;0;0;0;1;0;0;0;0.100000001;0;1;0;0;0;0;1;0
16:00,0;2.285.683.767;2.280.800.806;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
17:00,0;2.285.683.767;2.286.904.508;0;0;0;0;1;0;0;0;-0.100000001;0;1;0;0;0;0;1;0
18:00,0;2.283.242.286;2.288.125.248;0;0;0;0;1;0;0;0;-0.200000003;0;1;0;0;0;0;1;0
19:00,0;2.280.800.806;2.290.566.729;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
20:00,0;2.285.683.767;2.289.345.988;0;0;0;0;1;0;0;0;-0.100000001;0;1;0;0;0;0;1;0
21:00,0;2.285.683.767;2.293.008.209;0;0;0;0;1;0;0;0;-0.100000001;0;1;0;0;0;0;1;0
22:00,0;2.285.683.767;2.293.008.209;0;0;0;0;1;0;0;0;-0.200000003;0;1;0;0;0;0;1;0
23:00,0;2.283.242.286;2.297.891.171;0;0;0;0;1;0;0;0;-0.300000012;0;1;0;0;0;0;1;0
24:00,0;2.279.580.065;2.297.891.171;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
25:00,0;2.280.800.806;2.296.670.431;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
26:00,0;2.279.580.065;2.293.008.209;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
27:00,0;2.280.800.806;2.293.008.209;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
28:00,0;2.279.580.065;2.293.008.209;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
29:00,0;2.278.359.325;2.289.345.988;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
30:00,0;2.279.580.065;2.289.345.988;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
31:00,0;2.277.138.585;2.288.125.248;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
32:00,0;2.277.138.585;2.285.683.767;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
33:00,0;2.273.476.363;2.284.463.027;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
34:00,0;2.277.138.585;2.284.463.027;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
35:00,0;2.277.138.585;2.282.021.546;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
36:00,0;2.277.138.585;2.282.021.546;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
37:00,0;2.271.034.883;2.279.580.065;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
38:00,0;2.275.917.844;2.277.138.585;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
39:00,0;2.278.359.325;2.277.138.585;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
40:00,0;2.278.359.325;2.278.359.325;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
41:00,0;2.280.800.806;2.275.917.844;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
42:00,0;2.280.800.806;2.272.255.623;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
43:00,0;2.279.580.065;2.277.138.585;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
44:00,0;2.283.242.286;2.277.138.585;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
45:00,0;2.282.021.546;2.277.138.585;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
46:00,0;2.283.242.286;2.275.917.844;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
47:00,0;2.283.242.286;2.278.359.325;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
48:00,0;2.288.125.248;2.278.359.325;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
49:00,0;2.291.787.469;2.282.021.546;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
50:00,0;2.290.566.729;2.282.021.546;0;0;0;0;1;0;0;0;-0.400000006;0;1;0;0;0;0;1;0
51:00,0;2.289.345.988;2.285.683.767;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
52:00,0;2.293.008.209;2.288.125.248;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
53:00,0;229.544.969;2.288.125.248;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
54:00,0;229.544.969;2.293.008.209;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
55:00,0;2.293.008.209;2.293.008.209;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
56:00,0;2.291.787.469;229.422.895;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
57:00,0;2.290.566.729;229.422.895;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
58:00,0;2.290.566.729;2.293.008.209;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
59:00,0;2.289.345.988;229.422.895;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
00:00,0;2.288.125.248;2.290.566.729;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
01:00,0;2.286.904.508;2.290.566.729;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
02:00,0;2.288.125.248;2.288.125.248;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
03:00,0;2.285.683.767;2.288.125.248;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
04:00,0;2.286.904.508;2.289.345.988;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
05:00,0;2.283.242.286;2.280.800.806;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
06:00,0;2.283.242.286;2.282.021.546;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
07:00,0;2.283.242.286;2.280.800.806;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
08:00,0;2.283.242.286;2.280.800.806;0;0;0;0;1;0;0;0;-1.299.999.952;0;1;0;0;0;0;1;0
09:00,0;2.282.021.546;2.279.580.065;0;0;0;0;1;0;0;0;-1.700.000.048;0;1;0;0;0;0;1;0
10:00,0;2.280.800.806;2.277.138.585;0;0;0;0;1;0;0;0;-1.399.999.976;0;1;0;0;0;0;1;0
11:00,0;2.279.580.065;2.278.359.325;0;0;0;0;1;0;0;0;-1.299.999.952;0;1;0;0;0;0;1;0
12:00,0;2.279.580.065;2.274.697.104;0;0;0;0;1;0;0;0;-1.299.999.952;0;1;0;0;0;0;1;0
13:00,0;2.278.359.325;2.278.359.325;0;0;0;0;1;0;0;0;-1.299.999.952;0;1;0;0;0;0;1;0
14:00,0;2.277.138.585;2.274.697.104;0;0;0;0;1;0;0;0;-1.399.999.976;0;1;0;0;0;0;1;0
15:00,0;2.278.359.325;2.274.697.104;0;0;0;0;1;0;0;0;-1.200.000.048;0;1;0;0;0;0;1;0
16:00,0;2.277.138.585;2.271.034.883;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
17:00,0;2.278.359.325;2.275.917.844;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
18:00,0;2.275.917.844;2.272.255.623;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
19:00,0;2.275.917.844;2.274.697.104;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
20:00,0;2.278.359.325;2.277.138.585;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
21:00,0;2.277.138.585;2.279.580.065;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
22:00,0;2.279.580.065;2.279.580.065;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
23:00,0;2.278.359.325;2.278.359.325;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
24:00,0;2.280.800.806;2.279.580.065;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
25:00,0;2.283.242.286;2.285.683.767;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
26:00,0;2.280.800.806;2.285.683.767;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
27:00,0;2.282.021.546;2.285.683.767;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
28:00,0;2.283.242.286;2.289.345.988;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
29:00,0;2.289.345.988;2.288.125.248;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
30:00,0;2.289.345.988;229.422.895;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
31:00,0;2.290.566.729;2.296.670.431;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
32:00,0;2.291.787.469;2.296.670.431;0;0;0;0;1;0;0;0;-0.899999976;0;1;0;0;0;0;1;0
33:00,0;2.293.008.209;2.293.008.209;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
34:00,0;229.544.969;229.422.895;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
35:00,0;2.291.787.469;2.290.566.729;0;0;0;0;1;0;0;0;-0.300000012;0;1;0;0;0;0;1;0
36:00,0;2.291.787.469;229.422.895;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
37:00,0;2.291.787.469;2.290.566.729;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
38:00,0;2.289.345.988;2.290.566.729;0;0;0;0;1;0;0;0;-0.400000006;0;1;0;0;0;0;1;0
39:00,0;2.289.345.988;2.288.125.248;0;0;0;0;1;0;0;0;-0.400000006;0;1;0;0;0;0;1;0
40:00,0;2.289.345.988;2.288.125.248;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
41:00,0;2.289.345.988;2.284.463.027;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
42:00,0;2.288.125.248;2.282.021.546;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
43:00,0;2.282.021.546;2.280.800.806;0;0;0;0;1;0;0;0;-1.200.000.048;0;1;0;0;0;0;1;0
44:00,0;2.285.683.767;2.280.800.806;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
45:00,0;2.283.242.286;2.278.359.325;0;0;0;0;1;0;0;0;-1.200.000.048;0;1;0;0;0;0;1;0
46:00,0;2.283.242.286;2.278.359.325;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
47:00,0;2.282.021.546;2.279.580.065;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
48:00,0;2.280.800.806;2.275.917.844;0;0;0;0;1;0;0;0;-1;0;1;0;0;0;0;1;0
49:00,0;2.279.580.065;2.277.138.585;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
50:00,0;2.278.359.325;2.274.697.104;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
51:00,0;2.280.800.806;2.274.697.104;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
52:00,0;2.279.580.065;2.272.255.623;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
53:00,0;2.277.138.585;2.274.697.104;0;0;0;0;1;0;0;0;-0.400000006;0;1;0;0;0;0;1;0
54:00,0;2.277.138.585;2.274.697.104;0;0;0;0;1;0;0;0;-0.200000003;0;1;0;0;0;0;1;0
55:00,0;2.278.359.325;2.275.917.844;0;0;0;0;1;0;0;0;-0.400000006;0;1;0;0;0;0;1;0
56:00,0;2.277.138.585;2.275.917.844;0;0;0;0;1;0;0;0;-0.400000006;0;1;0;0;0;0;1;0
57:00,0;2.273.476.363;2.278.359.325;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
58:00,0;2.277.138.585;2.278.359.325;0;0;0;0;1;0;0;0;-1.100.000.024;0;1;0;0;0;0;1;0
59:00,0;2.272.255.623;2.279.580.065;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
00:00,0;2.277.138.585;2.279.580.065;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
01:00,0;2.277.138.585;2.280.800.806;0;0;0;0;1;0;0;0;-0.400000006;0;1;0;0;0;0;1;0
02:00,0;2.278.359.325;2.282.021.546;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
03:00,0;2.278.359.325;2.288.125.248;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
04:00,0;2.278.359.325;2.286.904.508;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
05:00,0;2.279.580.065;2.289.345.988;0;0;0;0;1;0;0;0;-0.800000012;0;1;0;0;0;0;1;0
06:00,0;2.282.021.546;2.293.008.209;0;0;0;0;1;0;0;0;-0.5;0;1;0;0;0;0;1;0
07:00,0;2.280.800.806;229.544.969;0;0;0;0;1;0;0;0;-0.300000012;0;1;0;0;0;0;1;0
08:00,0;2.286.904.508;229.544.969;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
09:00,0;2.286.904.508;229.544.969;0;0;0;0;1;0;0;0;0.200000003;0;1;0;0;0;0;1;0
10:00,0;2.289.345.988;2.296.670.431;0;0;0;0;1;0;0;0;0.100000001;0;1;0;0;0;0;1;0
11:00,0;2.291.787.469;2.296.670.431;0;0;0;0;1;0;0;0;0.100000001;0;1;0;0;0;0;1;0
12:00,0;2.290.566.729;2.293.008.209;0;0;0;0;1;0;0;0;-0.100000001;0;1;0;0;0;0;1;0
13:00,0;2.291.787.469;2.293.008.209;0;0;0;0;1;0;0;0;-0.200000003;0;1;0;0;0;0;1;0
14:00,0;2.293.008.209;2.289.345.988;0;0;0;0;1;0;0;0;-0.400000006;0;1;0;0;0;0;1;0
15:00,0;2.290.566.729;2.289.345.988;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
16:00,0;2.290.566.729;2.288.125.248;0;0;0;0;1;0;0;0;-0.699999988;0;1;0;0;0;0;1;0
17:00,0;2.290.566.729;2.285.683.767;0;0;0;0;1;0;0;0;-0.600000024;0;1;0;0;0;0;1;0
18:00,0;2.290.566.729;2.285.683.767;0;0;0;0;1;0;0;0;-0.300000012;0;1;0;0;0;0;1;0
19:00,0;2.288.125.248;2.284.463.027;0;0;0;0;1;0;0;0;-0.100000001;0;1;0;0;0;0;1;0
20:00,0;2.289.345.988;2.280.800.806;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
21:00,0;2.288.125.248;2.279.580.065;0;0;0;0;1;0;0;0;0.200000003;0;1;0;0;0;0;1;0
22:00,0;2.285.683.767;2.279.580.065;0;0;0;0;1;0;0;0;0.300000012;0;1;0;0;0;0;1;0
23:00,0;2.285.683.767;2.278.359.325;0;0;0;0;1;0;0;0;0.5;0;1;0;0;0;0;1;0
24:00,0;2.280.800.806;2.275.917.844;0;0;0;0;1;0;0;0;0.5;0;1;0;0;0;0;1;0
25:00,0;2.283.242.286;2.275.917.844;0;0;0;0;1;0;0;0;0.5;0;1;0;0;0;0;1;0
26:00,0;2.283.242.286;2.272.255.623;0;0;0;0;1;0;0;0;0.5;0;1;0;0;0;0;1;0
27:00,0;2.279.580.065;2.272.255.623;0;0;0;0;1;0;0;0;0.600000024;0;1;0;0;0;0;1;0
28:00,0;2.280.800.806;2.272.255.623;0;0;0;0;1;0;0;0;0.800000012;0;1;0;0;0;0;1;0
29:00,0;2.279.580.065;2.272.255.623;0;0;0;0;1;0;0;0;0.699999988;0;1;0;0;0;0;1;0
30:00,0;2.278.359.325;2.274.697.104;0;0;0;0;1;0;0;0;0.699999988;0;1;0;0;0;0;1;0
31:00,0;2.279.580.065;2.275.917.844;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0
32:00,0;2.277.138.585;2.275.917.844;0;0;0;0;1;0;0;0;0.800000012;0;1;0;0;0;0;1;0
33:00,0;2.277.138.585;2.279.580.065;0;0;0;0;1;0;0;0;0.899999976;0;1;0;0;0;0;1;0
34:00,0;2.278.359.325;2.280.800.806;0;0;0;0;1;0;0;0;1.200.000.048;0;1;0;0;0;0;1;0
35:00,0;2.275.917.844;2.279.580.065;0;0;0;0;1;0;0;0;1.399.999.976;0;1;0;0;0;0;1;0
36:00,0;2.277.138.585;2.282.021.546;0;0;0;0;1;0;0;0;1.399.999.976;0;1;0;0;0;0;1;0
37:00,0;2.277.138.585;2.285.683.767;0;0;0;0;1;0;0;0;1.399.999.976;0;1;0;0;0;0;1;0
38:00,0;2.278.359.325;2.288.125.248;0;0;0;0;1;0;0;0;01. Mai;0;1;0;0;0;0;1;0
39:00,0;2.278.359.325;2.285.683.767;0;0;0;0;1;0;0;0;1.600.000.024;0;1;0;0;0;0;1;0
40:00,0;2.279.580.065;2.288.125.248;0;0;0;0;1;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
41:00,0;2.282.021.546;2.289.345.988;0;0;0;0;1;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
42:00,0;2.283.242.286;229.422.895;0;0;0;0;1;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
43:00,0;2.285.683.767;2.296.670.431;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
44:00,0;2.283.242.286;2.296.670.431;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
45:00,0;2.286.904.508;2.293.008.209;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
46:00,0;2.286.904.508;2.290.566.729;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
47:00,0;2.289.345.988;2.290.566.729;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
48:00,0;2.290.566.729;229.422.895;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
49:00,0;2.291.787.469;2.290.566.729;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
50:00,0;2.293.008.209;2.289.345.988;0;0;0;0;1;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
51:00,0;2.293.008.209;2.286.904.508;0;0;0;0;1;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
52:00,0;2.293.008.209;2.284.463.027;0;0;0;0;1;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
53:00,0;2.290.566.729;2.282.021.546;0;0;0;0;1;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
54:00,0;2.289.345.988;2.280.800.806;0;0;0;0;1;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
55:00,0;2.288.125.248;2.280.800.806;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
56:00,0;2.290.566.729;2.279.580.065;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
57:00,0;2.289.345.988;2.280.800.806;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
58:00,0;2.288.125.248;2.279.580.065;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
59:00,0;2.285.683.767;2.277.138.585;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
00:00,0;2.285.683.767;2.277.138.585;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
01:00,0;2.283.242.286;2.274.697.104;0;0;0;0;1;0;0;0;2.299.999.952;0;1;0;0;0;0;1;0
02:00,0;2.283.242.286;2.277.138.585;0;0;0;0;1;0;0;0;2.400.000.095;0;1;0;0;0;0;1;0
03:00,0;2.282.021.546;2.274.697.104;0;0;0;0;1;0;0;0;2.299.999.952;0;1;0;0;0;0;1;0
04:00,0;2.280.800.806;2.277.138.585;0;0;0;0;1;0;0;0;2.299.999.952;0;1;0;0;0;0;1;0
05:00,0;2.279.580.065;2.272.255.623;0;0;0;0;1;0;0;0;2.200.000.048;0;1;0;0;0;0;1;0
06:00,0;2.282.021.546;2.277.138.585;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
07:00,0;2.278.359.325;2.278.359.325;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
08:00,0;2.279.580.065;2.278.359.325;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
09:00,0;2.279.580.065;2.282.021.546;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
10:00,0;2.275.917.844;2.282.021.546;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
11:00,0;2.272.255.623;2.282.021.546;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
12:00,0;2.277.138.585;2.285.683.767;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
13:00,0;2.278.359.325;2.289.345.988;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
14:00,0;2.272.255.623;2.288.125.248;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
15:00,0;2.278.359.325;2.288.125.248;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
16:00,0;2.275.917.844;2.290.566.729;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
17:00,0;2.275.917.844;2.289.345.988;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
18:00,0;2.278.359.325;229.422.895;0;0;0;0;1;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
19:00,0;2.279.580.065;2.293.008.209;0;0;0;0;1;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
20:00,0;2.279.580.065;2.290.566.729;0;0;0;0;1;0;0;0;1.700.000.048;0;1;0;0;0;0;1;0
21:00,0;2.278.359.325;2.293.008.209;0;0;0;0;1;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
22:00,0;2.280.800.806;229.422.895;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
23:00,0;2.280.800.806;2.290.566.729;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
24:00,0;2.283.242.286;2.286.904.508;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
25:00,0;2.286.904.508;2.288.125.248;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
26:00,0;2.282.021.546;2.285.683.767;0;0;0;0;1;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
27:00,0;2.288.125.248;2.285.683.767;0;0;0;0;1;0;0;0;1.799.999.952;0;1;0;0;0;0;1;0
28:00,0;2.286.904.508;2.284.463.027;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
29:00,0;2.289.345.988;2.280.800.806;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
30:00,0;2.289.345.988;2.279.580.065;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
31:00,0;2.291.787.469;2.278.359.325;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
32:00,0;2.293.008.209;2.279.580.065;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
33:00,0;2.291.787.469;2.278.359.325;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
34:00,0;2.293.008.209;2.279.580.065;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
35:00,0;229.544.969;2.277.138.585;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
36:00,0;2.291.787.469;2.278.359.325;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
37:00,0;2.290.566.729;2.274.697.104;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
38:00,0;2.286.904.508;2.275.917.844;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
39:00,0;2.289.345.988;2.271.034.883;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
40:00,0;2.283.242.286;2.271.034.883;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
41:00,0;2.285.683.767;2.277.138.585;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
42:00,0;2.286.904.508;2.274.697.104;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
43:00,0;2.283.242.286;2.275.917.844;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
44:00,0;2.283.242.286;2.278.359.325;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
45:00,0;2.282.021.546;2.278.359.325;0;0;0;0;1;0;0;0;2.099.999.905;0;1;0;0;0;0;1;0
46:00,0;2.280.800.806;2.280.800.806;0;0;0;0;1;0;0;0;1.899.999.976;0;1;0;0;0;0;1;0
47:00,0;2.280.800.806;2.282.021.546;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0
