Datum;TE06 Büro- Raumregelung: Einzelraumregler Temperatur Messwert, [°C];TE06 Büro- Raumregelung: Einzelraumregler Temperatur Sollwert, [°C];TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Kippflügel;TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Drehflügel;TE06 Büro- Raumregelung: Fensterkontakt: Fenster gescholssen;TE06 Büro- Raumregelung: Fensterkontakt: Fenster geoeffnet;TE06 Büro- Raumregelung: Fensterkontakt: Fenster gekippt;TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt unzulaessiger Zustnad;TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Messwert, [°C];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Sollwert, [°C];TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Kippflügel;TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Drehflügel;TE07 Büro- Raumregelung: Fensterkontakt: Fenster gescholssen;TE07 Büro- Raumregelung: Fensterkontakt: Fenster geoeffnet;TE07 Büro- Raumregelung: Fensterkontakt: Fenster gekippt;TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt unzulaessiger Zustnad;TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];MSR02 Wetterstation ALlgemein: aktuelle Lufttemperatur [°C];TE06 Büro Vorregelung: Berechnete Leistung [W], BEACHTE: Durchfluss nur über Ventil-Sekundär-Primär gemessen!;TE07 Büro Vorregelung: Berechnete Leistung [W], BEACHTE: Durchfluss nur über Ventil-Sekundär-Primär gemessen!;Aussen Temperatur Freigabe: Übergangszeit Manuel;Aussen Temperatur Freigabe: Automatik Betrieb;Aussen Temperatur Freigabe: Sommerbetrieb Manuel;Aussen Temperatur Freigabe: Winterbetrieb Manuel;Aussen Temperatur Freigabe: Störungen sperren;Aussen Temperatur Freigabe: Sommerbetrieb;Aussen Temperatur Freigabe: Winterbetrieb;Aussen Temperatur Freigabe: Übergangbetrieb;TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Bewegungsmelder Betriebsmeldung;TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Bewegungsmelder Betriebsmeldung;MSR02 Wetterstation Luxmeter 0 - 120klux: Analoges Luxmeter [lux]: Messung
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.03.2025 00:00:00,000;23,2840968047121;23;0;0;1;1;0;0;1;0;0;0;23,2230597857601;23;0;1;1;0;0;0;0;0;0;0;1,89999997615814;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 00:30:00,000;23,2108523819697;23;0;0;1;1;0;0;1;0;0;0;23,1376079592273;23;0;1;1;0;0;0;0;0;0;0;2,09999990463257;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 01:00:00,000;23,1131931516465;23;0;0;1;1;0;0;1;0;0;0;23,0399487289041;23;0;1;1;0;0;0;0;0;0;0;1,79999995231628;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 01:30:00,000;23,0521561326945;23;0;0;1;1;0;0;1;0;0;0;22,9544969023713;23;0;1;1;0;0;0;0;0;0;0;1,89999997615814;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 02:00:00,000;22,9667043061617;23;0;0;1;1;0;0;1;0;0;0;22,8690450758385;23;0;1;1;0;0;0;0;0;0;0;2,29999995231628;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
03.03.2025 02:30:00,000;22,8934598834193;23;0;0;1;1;0;0;1;0;0;0;22,8202154606769;23;0;1;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 03:00:00,000;22,8324228644673;23;0;0;1;1;0;0;1;0;0;0;22,9544969023713;23;0;1;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 03:30:00,000;22,7835932493057;23;0;0;1;1;0;0;1;0;0;0;22,7713858455153;23;0;1;1;0;0;0;0;0;0;0;2,09999990463257;0;50,8542883165153;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 04:00:00,000;22,8934598834193;23;0;0;1;1;0;0;1;0;0;0;22,8080080568865;23;0;1;1;0;0;0;0;0;0;0;1,79999995231628;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 04:30:00,000;22,8202154606769;23;0;0;1;1;0;0;1;0;0;0;22,9300820947905;23;0;1;1;0;0;0;0;0;0;0;2,20000004768372;24,7508011881511;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 05:00:00,000;22,8202154606769;23;0;0;1;1;0;0;1;0;0;0;22,8568376720481;23;0;1;1;0;0;0;0;0;0;0;1,89999997615814;0;321,161105224609;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 05:30:00,000;22,9300820947905;23;0;0;1;1;0;0;1;0;0;0;22,7958006530961;23;0;1;1;0;0;0;0;0;0;0;1,70000004768372;0;158,665483862559;0;1;0;0;0;0;1;0;0;0;87,8933072908719
03.03.2025 06:00:00,000;22,5882747886593;23;0;0;1;1;0;0;1;0;0;0;22,5760673848689;23;0;1;1;0;0;0;79;0;77;0;1,79999995231628;100,902216981251;165,268774361504;0;1;0;0;0;0;1;0;0;1;175,786614581744
03.03.2025 06:30:00,000;22,5394451734977;23;0;0;1;1;0;0;1;0;0;0;22,5882747886593;23;0;1;1;0;0;0;0;0;0;11;1,70000004768372;25,0244185557891;77,4870057470533;0;1;0;0;0;0;1;0;0;0;1611,37730033265
03.03.2025 07:00:00,000;22,5272377697073;23;0;0;1;1;0;0;1;0;0;0;22,6004821924497;23;0;1;1;0;0;0;0;0;0;11;1,60000002384186;46,7430811733668;121,349224282159;0;1;0;0;0;0;1;0;0;0;5361,49174474319
03.03.2025 07:30:00,000;22,6737266151921;23;0;0;1;1;0;0;1;0;0;0;22,7103488265633;23;0;1;1;0;0;0;78;0;81;0;2,70000004768372;44,5855070792304;110,957229963938;0;1;0;0;0;0;1;0;0;1;14121,5247047334
03.03.2025 08:00:00,000;22,7347636341441;23;0;0;1;1;0;0;50;44;52;44;22,8202154606769;23;0;1;1;0;0;0;79;56;81;56;3,40000009536743;31,3505583559673;76,2942975171404;0;1;0;0;0;0;1;0;1;1;22182,0734275338
03.03.2025 08:30:00,000;22,9178746910001;23;0;0;1;1;0;0;51;100;50;100;22,8934598834193;23;0;1;1;0;0;0;80;100;82;100;4;0;0;0;1;0;0;0;0;1;0;1;1;31004,3641468551
03.03.2025 09:00:00,000;23,0765709402753;23;0;0;1;1;0;0;51;100;51;100;22,9056672872097;23;0;1;1;0;0;0;80;100;82;100;4,90000009536743;0;0;0;1;0;0;0;0;1;0;1;1;38387,4019592883
03.03.2025 09:30:00,000;23,2963042085025;23;0;0;1;1;0;0;49;100;50;100;22,9789117099521;23;0;1;1;0;0;0;80;100;82;100;5,90000009536743;0;0;0;1;0;0;0;0;1;0;1;1;45422,5287636952
03.03.2025 10:00:00,000;23,5526596881008;23;0;0;1;1;0;0;52;100;53;100;23,1498153630177;23;0;1;1;0;0;0;80;100;82;100;7,40000009536743;0;0;0;1;0;0;0;0;1;0;1;1;51457,8691976684
03.03.2025 10:30:00,000;23,7357707449568;23;0;0;1;1;0;0;50;100;50;100;23,2718894009217;23;0;1;1;0;0;0;80;100;82;100;8,19999980926514;0;0;0;1;0;0;0;0;1;0;1;1;55852,534562212
03.03.2025 11:00:00,000;23,9188818018128;23;0;0;1;1;0;0;50;100;49;100;23,3817560350352;23;0;1;1;0;0;0;80;100;82;100;9,60000038146973;0;0;0;1;0;0;0;0;1;0;1;1;59983,520004883
03.03.2025 11:30:00,000;24,0653706472976;23;0;0;1;1;0;0;50;33;48;22;23,4305856501968;23;0;1;1;0;0;0;80;100;82;100;10,1999998092651;0;0;0;1;0;0;0;0;1;0;1;1;62331,0037537767
03.03.2025 12:00:00,000;24,13861507004;23;0;0;1;1;0;0;52;100;49;100;23,4550004577776;23;0;1;1;0;0;0;80;100;82;100;10,8999996185303;0;0;0;1;0;0;0;0;1;0;1;1;61832,9416791284
03.03.2025 12:30:00,000;24,199652088992;23;0;0;1;1;0;0;49;100;51;100;23,4427930539872;23;0;1;1;0;0;0;80;100;82;100;10,8999996185303;0;0;0;1;0;0;0;0;1;0;1;1;60719,626453444
03.03.2025 13:00:00,000;24,2851039155248;23;0;0;1;1;0;0;0;0;0;0;23,5038300729392;23;0;1;1;0;0;0;80;78;82;78;11;0;0;0;1;0;0;0;0;1;0;0;1;57932,6761680959
03.03.2025 13:30:00,000;24,3461409344768;23;0;0;1;1;0;0;0;0;0;0;23,5404522843104;23;0;1;1;0;0;0;80;78;82;78;11,3999996185303;0;0;0;1;0;0;0;0;1;0;0;1;53860,2862636189
03.03.2025 14:00:00,000;24,3095187231056;23;0;0;1;1;0;0;53;33;48;33;23,52824488052;23;0;1;1;0;0;0;79;56;81;56;11,3000001907349;0;0;0;1;0;0;0;0;1;0;1;1;48000,7324442274
03.03.2025 14:30:00,000;24,1630298776208;23;0;0;1;1;0;0;53;56;48;56;23,4427930539872;23;0;1;1;0;0;0;79;33;81;33;11,8000001907349;0;0;0;1;0;0;0;0;1;0;1;1;41375,774407178
03.03.2025 15:00:00,000;24,0409558397168;23;0;0;1;1;0;0;0;0;0;0;23,4305856501968;23;0;1;1;0;0;0;79;33;81;33;11,6000003814697;0;0;0;1;0;0;0;0;1;0;0;1;33758,3544419691
03.03.2025 15:30:00,000;23,9310892056032;23;0;0;1;1;0;0;0;0;0;0;23,3817560350352;23;0;1;1;0;0;0;78;0;81;0;11,5;0;0;0;1;0;0;0;0;1;0;0;1;25522,0191045869
03.03.2025 16:00:00,000;23,7479781487472;23;0;0;1;1;0;0;50;0;48;0;23,3085116122929;23;0;1;1;0;0;0;78;0;81;0;9,19999980926514;0;0;0;1;0;0;0;0;1;0;1;1;6826,38019959105
03.03.2025 16:30:00,000;23,52824488052;23;0;0;1;1;0;0;0;0;0;0;23,1498153630177;23;0;1;1;0;0;0;1;0;0;0;7,80000019073486;0;0;0;1;0;0;0;0;1;0;0;0;3955,19882808924
03.03.2025 17:00:00,000;23,3695486312449;23;0;0;1;1;0;0;0;0;0;0;23,0765709402753;23;0;1;1;0;0;0;1;0;0;0;7;0;0;0;1;0;0;0;0;1;0;0;0;2285,22598956267
03.03.2025 17:30:00,000;23,1986449781793;23;0;0;1;1;0;0;0;0;0;0;22,8812524796289;23;0;1;1;0;0;0;1;0;0;0;5,90000009536743;0;0;0;1;0;0;0;0;1;0;0;0;468,764305551317
03.03.2025 18:00:00,000;23,0765709402753;23;0;0;1;1;0;0;0;0;0;0;22,7225562303537;23;0;1;1;0;0;0;1;0;0;0;5,5;0;5174,45646127319;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 18:30:00,000;23,2352671895505;23;0;0;1;1;0;0;0;0;0;0;23,1986449781793;23;0;1;1;0;0;0;1;0;0;0;4,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 19:00:00,000;23,1864375743889;23;0;0;1;1;0;0;0;0;0;0;23,1131931516465;23;0;1;1;0;0;0;1;0;0;0;4;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
03.03.2025 19:30:00,000;23,1376079592273;23;0;0;1;1;0;0;0;0;0;0;23,0399487289041;23;0;1;1;0;0;0;1;0;0;0;3,40000009536743;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
03.03.2025 20:00:00,000;23,0887783440657;23;0;0;1;1;0;0;0;0;0;0;22,9544969023713;23;0;1;1;0;0;0;1;0;0;0;2,79999995231628;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 20:30:00,000;23,0155339213233;23;0;0;1;1;0;0;0;0;0;0;22,9056672872097;23;0;1;1;0;0;0;1;0;0;0;2,20000004768372;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
03.03.2025 21:00:00,000;22,9667043061617;23;0;0;1;1;0;0;0;0;0;0;22,8812524796289;23;0;1;1;0;0;0;1;0;0;0;1,5;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 21:30:00,000;22,9178746910001;23;0;0;1;1;0;0;0;0;0;0;22,8202154606769;23;0;1;1;0;0;0;1;0;0;0;1,89999997615814;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
03.03.2025 22:00:00,000;22,8568376720481;23;0;0;1;1;0;0;0;0;0;0;22,9056672872097;23;0;1;1;0;0;0;1;0;0;0;1,5;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
03.03.2025 22:30:00,000;22,7835932493057;23;0;0;1;1;0;0;0;0;0;0;22,8202154606769;23;0;1;1;0;0;0;1;0;0;0;1,20000004768372;1642,77114533149;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
03.03.2025 23:00:00,000;22,9056672872097;23;0;0;1;1;0;0;0;0;0;0;22,8568376720481;23;0;1;1;0;0;0;1;0;0;0;1,10000002384186;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
03.03.2025 23:30:00,000;22,7713858455153;23;0;0;1;1;0;0;0;0;0;0;22,9300820947905;23;0;1;1;0;0;0;1;0;0;0;3,5;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 00:00:00,000;22,8812524796289;23;0;0;1;1;0;0;0;0;0;0;22,8934598834193;23;0;1;1;0;0;0;1;0;0;0;3,70000004768372;0;111,677160133785;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 00:30:00,000;22,7835932493057;23;0;0;1;1;0;0;0;0;0;0;22,7835932493057;23;0;1;1;0;0;0;1;0;0;0;1,39999997615814;138,195834398905;148,607368164063;0;1;0;0;0;0;1;0;0;1;87,8933072908719
04.03.2025 01:00:00,000;22,8568376720481;23;0;0;1;1;0;0;0;0;0;0;22,7713858455153;23;0;1;1;0;0;0;1;0;0;0;1,10000002384186;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
04.03.2025 01:30:00,000;22,8934598834193;23;0;0;1;1;0;0;0;0;0;0;22,7958006530961;23;0;1;1;0;0;0;1;0;0;0;0,200000002980232;83,590109578451;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
04.03.2025 02:00:00,000;22,7835932493057;23;0;0;1;1;0;0;0;0;0;0;22,8934598834193;23;0;1;1;0;0;0;1;0;0;0;-0,800000011920929;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 02:30:00,000;22,8934598834193;23;0;0;1;1;0;0;0;0;0;0;22,9422894985809;23;0;1;1;0;0;0;1;0;0;0;-1;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 03:00:00,000;22,8934598834193;23;0;0;1;1;0;0;0;0;0;0;22,8812524796289;23;0;1;1;0;0;0;1;0;0;0;-1;85,919901275635;102,985622215271;0;1;0;0;0;0;1;0;0;0;87,8933072908719
04.03.2025 03:30:00,000;22,7225562303537;23;0;0;1;1;0;0;0;0;0;0;22,7958006530961;23;0;1;1;0;0;0;1;0;0;0;-0,699999988079071;76,8488583823307;248,879064127604;0;1;0;0;0;0;1;0;0;0;87,8933072908719
04.03.2025 04:00:00,000;22,7958006530961;23;0;0;1;1;0;0;0;0;0;0;22,7225562303537;23;0;1;1;0;0;0;1;0;0;0;0,699999988079071;0;81,4439919247101;0;1;0;0;0;0;1;0;0;0;87,8933072908719
04.03.2025 04:30:00,000;22,8568376720481;23;0;0;1;1;0;0;0;0;0;0;22,7713858455153;23;0;1;1;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 05:00:00,000;22,8934598834193;23;0;0;1;1;0;0;0;0;0;0;22,8080080568865;23;0;1;1;0;0;0;1;0;0;0;1,89999997615814;73,7618603413903;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 05:30:00,000;22,7591784417249;23;0;0;1;1;0;0;0;0;0;0;22,9300820947905;23;0;1;1;0;0;0;1;0;0;0;2,20000004768372;109,427171173096;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
04.03.2025 06:00:00,000;22,6493118076113;23;0;0;1;1;0;0;0;0;0;0;22,6004821924497;23;0;1;1;0;0;0;77;0;80;0;2,09999990463257;85,3465406545007;103,331343066321;0;1;0;0;0;0;1;0;0;1;205,084383678701
04.03.2025 06:30:00,000;22,5516525772881;23;0;0;1;1;0;0;47;0;48;0;22,5882747886593;23;0;1;1;0;0;0;79;0;79;0;2,29999995231628;38,6312118013173;95,4101710815428;0;1;0;0;0;0;1;0;1;1;2080,14160588397
04.03.2025 07:00:00,000;22,5150303659169;22;0;0;1;1;0;0;21;0;30;0;22,6004821924497;23;0;1;1;0;0;0;79;0;79;0;2,70000004768372;0;72,2724435399378;0;1;0;0;0;0;1;0;1;1;4922,02520828883
04.03.2025 07:30:00,000;22,4417859431745;22;0;0;1;1;0;0;21;0;30;0;22,6615192114017;23;0;1;1;0;0;0;79;0;79;0;3,29999995231628;0;70,8527736638385;0;1;0;0;0;0;1;0;1;1;7646,71773430586
04.03.2025 08:00:00,000;22,4539933469649;22;0;0;1;1;0;0;21;0;30;0;22,7225562303537;23;0;1;1;0;0;0;79;0;79;0;3,90000009536743;0;71,2027603615653;0;1;0;0;0;0;1;0;1;1;13096,1027863399
04.03.2025 08:30:00,000;22,6371044038209;22;0;0;1;1;0;0;21;0;30;0;22,8202154606769;23;0;1;1;0;0;0;79;22;80;22;5,80000019073486;0;57,6046852823891;0;1;0;0;0;0;1;0;1;1;27104,0986358226
04.03.2025 09:00:00,000;22,9056672872097;22;0;0;1;1;0;0;21;0;30;0;22,8568376720481;23;0;1;1;0;0;0;80;67;80;67;6;0;0;0;1;0;0;0;0;1;0;1;1;22269,9667348247
04.03.2025 09:30:00,000;23,2474745933409;22;0;0;1;1;0;0;98;0;49;0;22,8080080568865;23;0;1;1;0;0;0;80;67;80;67;7,30000019073486;0;66,1218854751585;0;1;0;0;0;0;1;0;1;1;45744,8042237617
04.03.2025 10:00:00,000;23,52824488052;22;0;0;1;1;0;0;98;0;49;0;22,9300820947905;23;0;1;1;0;0;0;81;100;81;100;8,10000038146973;0;0;0;1;0;0;0;0;1;0;1;1;51223,4870448927
04.03.2025 10:30:00,000;23,711355937376;22;0;0;1;1;0;0;98;0;49;0;22,9911191137425;23;0;1;1;0;0;0;81;100;81;100;8,30000019073486;0;0;0;1;0;0;0;0;1;0;1;1;57200,231940672
04.03.2025 11:00:00,000;23,9310892056032;22;0;0;1;1;0;0;98;0;49;0;23,0155339213233;23;0;1;1;0;0;0;81;100;81;100;8,80000019073486;0;0;0;1;0;0;0;0;1;0;1;1;60573,1376079592
04.03.2025 11:30:00,000;23,9432966093936;22;0;0;1;1;0;0;98;0;49;0;23,1986449781793;23;0;1;1;0;0;0;81;100;81;100;9,30000019073486;0;0;0;1;0;0;0;0;1;0;1;1;62331,0037537767
04.03.2025 12:00:00,000;23,9188818018128;22;0;0;1;1;0;0;98;0;49;0;23,2230597857601;23;0;1;1;0;0;0;81;100;81;100;10;0;0;0;1;0;0;0;0;1;0;1;1;63209,9368266854
04.03.2025 12:30:00,000;23,955504013184;22;0;0;1;1;0;0;98;0;49;0;23,1986449781793;23;0;1;1;0;0;0;81;100;81;100;10,1999998092651;0;0;0;1;0;0;0;0;1;0;1;1;61129,7952208014
04.03.2025 13:00:00,000;23,9921262245552;22;0;0;1;1;0;0;98;0;49;0;23,2963042085025;23;0;1;1;0;0;0;80;78;80;78;11,1000003814697;0;0;0;1;0;0;0;0;1;0;1;1;58225,6538590655
04.03.2025 13:30:00,000;24,0043336283456;22;0;0;1;1;0;0;98;0;49;0;23,4183782464064;23;0;1;1;0;0;0;80;78;80;78;11,5;0;0;0;1;0;0;0;0;1;0;1;1;54270,4550309763
04.03.2025 14:00:00,000;23,9432966093936;22;0;0;1;1;0;0;98;0;49;0;23,1986449781793;23;0;1;1;0;0;0;80;67;80;67;12,1999998092651;0;0;0;1;0;0;0;0;1;0;1;1;48703,8789025544
04.03.2025 14:30:00,000;23,8822595904416;22;0;0;1;1;0;0;98;0;49;0;23,0887783440657;23;0;1;1;0;0;0;78;0;79;0;12,8000001907349;0;0;0;1;0;0;0;0;1;0;1;1;42489,0896328623
04.03.2025 15:00:00,000;23,9310892056032;22;0;0;1;1;0;0;98;0;49;0;23,0521561326945;23;0;1;1;0;0;0;78;0;79;0;13,1000003814697;0;0;0;1;0;0;0;0;1;0;1;1;34432,2031311991
04.03.2025 15:30:00,000;23,955504013184;22;0;0;1;1;0;0;98;0;49;0;23,0521561326945;23;0;1;1;0;0;0;78;0;79;0;12,3999996185303;0;0;0;1;0;0;0;0;1;0;1;1;27572,8629413739
04.03.2025 16:00:00,000;23,83342997528;22;0;0;1;1;0;0;98;0;49;0;22,9056672872097;23;0;1;1;0;0;0;78;0;79;0;10,6999998092651;0;0;0;1;0;0;0;0;1;0;1;1;18344,0656758324
04.03.2025 16:30:00,000;23,7235633411664;22;0;0;1;1;0;0;98;0;49;0;22,9056672872097;23;0;1;1;0;0;0;78;0;79;0;9,30000019073486;0;0;0;1;0;0;0;0;1;0;1;1;4189,58098086489
04.03.2025 17:00:00,000;23,6014893032624;22;0;0;1;1;0;0;98;0;49;0;22,7958006530961;23;0;1;1;0;0;0;78;0;79;0;7,69999980926514;0;0;0;1;0;0;0;0;1;0;1;1;2402,4170659505
04.03.2025 17:30:00,000;23,4305856501968;22;0;0;1;1;0;0;98;0;49;0;22,8934598834193;23;0;1;1;0;0;0;0;0;0;0;7,40000009536743;0;0;0;1;0;0;0;0;1;0;1;0;468,764305551317
04.03.2025 18:00:00,000;23,3695486312449;22;0;0;1;1;0;0;98;0;49;0;22,8690450758385;23;0;1;1;0;0;0;0;0;0;0;6,19999980926514;0;66,272311604394;0;1;0;0;0;0;1;0;1;0;146,488845484787
04.03.2025 18:30:00,000;23,6136967070528;22;0;0;1;1;0;0;98;0;49;0;23,0399487289041;23;0;1;1;0;0;0;79;0;79;0;5,40000009536743;0;0;0;1;0;0;0;0;1;0;1;1;146,488845484787
04.03.2025 19:00:00,000;23,6747337260048;22;0;0;1;1;0;0;98;0;49;0;22,9911191137425;23;0;1;1;0;0;0;0;0;0;0;4,90000009536743;0;0;0;1;0;0;0;0;1;0;1;0;146,488845484787
04.03.2025 19:30:00,000;23,6991485335856;22;0;0;1;1;0;0;98;0;49;0;22,8690450758385;23;0;1;1;0;0;0;0;0;0;0;4,40000009536743;0;0;0;1;0;0;0;0;1;0;1;0;146,488845484787
04.03.2025 20:00:00,000;23,650318918424;22;0;0;1;1;0;0;98;0;49;0;22,7958006530961;23;0;1;1;0;0;0;0;0;0;0;4,09999990463257;0;0;0;1;0;0;0;0;1;0;1;0;146,488845484787
04.03.2025 20:30:00,000;23,650318918424;22;0;0;1;1;0;0;98;0;49;0;22,9911191137425;23;0;1;1;0;0;0;0;0;0;0;3,40000009536743;0;0;0;1;0;0;0;0;1;0;1;0;87,8933072908719
04.03.2025 21:00:00,000;23,5648670918912;22;0;0;1;1;0;0;98;0;49;0;22,7835932493057;23;0;1;1;0;0;0;0;0;0;0;3,5;0;0;0;1;0;0;0;0;1;0;1;1;87,8933072908719
04.03.2025 21:30:00,000;23,4183782464064;22;0;0;1;1;0;0;98;0;49;0;22,8446302682577;23;0;1;1;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 22:00:00,000;23,3207190160833;22;0;0;1;1;0;0;98;0;49;0;22,9056672872097;23;0;1;1;0;0;0;0;0;0;0;2,09999990463257;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 22:30:00,000;23,1742301705985;22;0;0;1;1;0;0;98;0;49;0;22,7835932493057;23;0;1;1;0;0;0;0;0;0;0;2,40000009536743;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
04.03.2025 23:00:00,000;23,0765709402753;22;0;0;1;1;0;0;98;0;49;0;22,8202154606769;23;0;1;1;0;0;0;0;0;0;0;4,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
04.03.2025 23:30:00,000;22,9911191137425;22;0;0;1;1;0;0;98;0;49;0;22,8446302682577;23;0;1;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
05.03.2025 00:00:00,000;22,9300820947905;22;0;0;1;1;0;0;98;0;49;0;22,9544969023713;23;0;1;1;0;0;0;0;0;0;0;1,89999997615814;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
05.03.2025 00:30:00,000;22,8568376720481;22;0;0;1;1;0;0;98;0;49;0;22,9667043061617;23;0;1;1;0;0;0;0;0;0;0;0,699999988079071;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
05.03.2025 01:00:00,000;22,7591784417249;22;0;0;1;1;0;0;98;0;49;0;22,8812524796289;23;0;1;1;0;0;0;0;0;0;0;0,699999988079071;0;141,412805625915;0;1;0;0;0;0;1;0;0;0;146,488845484787
05.03.2025 01:30:00,000;22,7225562303537;22;0;0;1;1;0;0;98;0;49;0;22,9422894985809;23;0;1;1;0;0;0;0;0;0;0;1,10000002384186;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
05.03.2025 02:00:00,000;22,7103488265633;22;0;0;1;1;0;0;98;0;49;0;22,9422894985809;23;0;1;1;0;0;0;0;0;0;0;0,600000023841858;0;0;0;1;0;0;0;0;1;0;0;0;87,8933072908719
05.03.2025 02:30:00,000;22,6371044038209;22;0;0;1;1;0;0;98;0;49;0;22,8812524796289;23;0;1;1;0;0;0;0;0;0;0;0,600000023841858;0;92,7958140585153;0;1;0;0;0;0;1;0;0;0;146,488845484787
05.03.2025 03:00:00,000;22,5272377697073;22;0;0;1;1;0;0;98;0;49;0;22,8446302682577;23;0;1;1;0;0;0;0;0;0;0;3,70000004768372;0;170,901916007996;0;1;0;0;0;0;1;0;0;0;87,8933072908719
05.03.2025 03:30:00,000;22,4784081545457;22;0;0;1;1;0;0;98;0;49;0;22,7713858455153;23;0;1;1;0;0;0;0;0;0;0;2,40000009536743;0;129,373416619196;0;1;0;0;0;0;1;0;0;0;87,8933072908719
05.03.2025 04:00:00,000;22,5150303659169;22;0;0;1;1;0;0;98;0;49;0;22,7835932493057;23;0;1;1;0;0;0;0;0;0;0;2,40000009536743;0;66,8531996222599;0;1;0;0;0;0;1;0;0;0;146,488845484787
05.03.2025 04:30:00,000;22,4051637318033;22;0;0;1;1;0;0;98;0;49;0;22,8080080568865;23;0;1;1;0;0;0;0;0;0;0;2,59999990463257;0;201,239144388834;0;1;0;0;0;0;1;0;0;0;87,8933072908719
05.03.2025 05:00:00,000;22,3319193090609;22;0;0;1;1;0;0;98;0;49;0;22,7835932493057;23;0;1;1;0;0;0;0;0;0;0;3,90000009536743;0;146,253523044586;0;1;0;0;0;0;1;0;0;0;146,488845484787
