Datum;TE06 Büro- Raumregelung: Einzelraumregler Temperatur Messwert, [°C];TE06 Büro- Raumregelung: Einzelraumregler Temperatur Sollwert, [°C];TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Kippflügel;TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Drehflügel;TE06 Büro- Raumregelung: Fensterkontakt: Fenster gescholssen;TE06 Büro- Raumregelung: Fensterkontakt: Fenster geoeffnet;TE06 Büro- Raumregelung: Fensterkontakt: Fenster gekippt;TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt unzulaessiger Zustnad;TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Messwert, [°C];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Sollwert, [°C];TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Kippflügel;TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Drehflügel;TE07 Büro- Raumregelung: Fensterkontakt: Fenster gescholssen;TE07 Büro- Raumregelung: Fensterkontakt: Fenster geoeffnet;TE07 Büro- Raumregelung: Fensterkontakt: Fenster gekippt;TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt unzulaessiger Zustnad;TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];MSR02 Wetterstation ALlgemein: aktuelle Lufttemperatur [°C];TE06 Büro Vorregelung: Berechnete Leistung [W], BEACHTE: Durchfluss nur über Ventil-Sekundär-Primär gemessen!;TE07 Büro Vorregelung: Berechnete Leistung [W], BEACHTE: Durchfluss nur über Ventil-Sekundär-Primär gemessen!;Aussen Temperatur Freigabe: Übergangszeit Manuel;Aussen Temperatur Freigabe: Automatik Betrieb;Aussen Temperatur Freigabe: Sommerbetrieb Manuel;Aussen Temperatur Freigabe: Winterbetrieb Manuel;Aussen Temperatur Freigabe: Störungen sperren;Aussen Temperatur Freigabe: Sommerbetrieb;Aussen Temperatur Freigabe: Winterbetrieb;Aussen Temperatur Freigabe: Übergangbetrieb;TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Bewegungsmelder Betriebsmeldung;TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Bewegungsmelder Betriebsmeldung;MSR02 Wetterstation Luxmeter 0 - 120klux: Analoges Luxmeter [lux]: Messung
24.03.2025 06:00:00,000;21,6849269081698;22;0;0;1;1;0;0;50;0;49;0;21,0501419110691;21;0;1;1;0;0;0;98;0;98;0;4,40000009536743;0;0;0;1;0;0;0;0;0;1;1;1;644,550920133061
24.03.2025 06:30:00,000;21,5262306588946;22;0;0;1;1;0;0;50;0;49;0;20,9524826807459;21;0;1;1;0;0;0;0;11;0;0;4,59999990463257;0;0;0;1;0;0;0;0;0;1;0;0;2431,71483504746
24.03.2025 07:00:00,000;21,416364024781;22;0;0;1;1;0;0;50;0;49;0;20,8548234504227;21;0;1;1;0;0;0;0;11;0;0;5,19999980926514;0;0;0;1;0;0;0;0;0;1;0;0;4687,64305551317
24.03.2025 07:30:00,000;21,4041566209906;22;0;0;1;1;0;0;50;0;49;0;20,8548234504227;21;0;1;1;0;0;0;0;11;0;0;5,80000019073486;0;0;0;1;0;0;0;0;0;1;0;0;8496,35303811762
24.03.2025 08:00:00,000;21,599475081637;22;0;0;1;1;0;0;50;0;49;0;20,9524826807459;21;0;1;1;0;0;0;97;0;97;0;7;0;0;0;1;0;0;0;0;0;1;1;1;16791,2839136937
24.03.2025 08:30:00,000;21,7459639271218;22;0;0;1;1;0;0;50;0;49;0;20,9891048921171;21;0;1;1;0;0;0;1;0;0;0;9,60000038146973;0;0;0;1;0;0;0;0;0;1;1;0;20131,2295907468
24.03.2025 09:00:00,000;21,8314157536546;22;0;0;1;1;0;0;50;0;49;0;21,0257271034883;21;0;1;1;0;0;0;97;0;98;0;10,3999996185303;0;0;0;1;0;0;0;0;0;1;1;1;25873,5923337504
24.03.2025 09:30:00,000;22,0145268105106;22;0;0;1;1;0;0;50;0;49;0;21,2210455641346;21;0;1;1;0;0;0;98;0;98;0;11,1000003814697;0;0;0;1;0;0;0;0;0;1;1;1;48557,3900570696
24.03.2025 10:00:00,000;22,3563341166417;22;0;0;1;1;0;0;50;0;49;0;21,3187047944578;21;0;1;1;0;0;0;98;0;97;0;11,8999996185303;0;0;0;1;0;0;0;0;0;1;1;1;59133,8847010712
24.03.2025 10:30:00,000;22,6737266151921;22;0;0;1;1;0;0;50;0;49;0;21,4529862361522;21;0;1;1;0;0;0;99;100;99;100;13,6999998092651;0;0;0;1;0;0;0;0;0;1;1;1;73610,6448561052
24.03.2025 11:00:00,000;22,9300820947905;22;0;0;1;1;0;0;50;0;49;0;21,4529862361522;21;0;1;1;0;0;0;99;100;99;100;12,6000003814697;0;0;0;1;0;0;0;0;0;1;1;1;24936,0637226478
24.03.2025 11:30:00,000;22,9544969023713;22;0;0;1;1;0;0;50;0;49;0;21,5140232551042;21;0;1;1;0;0;0;0;0;0;0;12,8000001907349;0;0;0;1;0;0;0;0;1;0;1;0;24965,3614917447
24.03.2025 12:00:00,000;23,0155339213233;22;0;0;1;1;0;0;50;0;49;0;21,9412823877682;21;0;1;1;0;0;0;0;0;0;0;13,5;0;0;0;1;0;0;0;0;1;0;1;0;28510,3915524766
24.03.2025 12:30:00,000;23,0399487289041;22;0;0;1;1;0;0;50;0;49;0;22,0511490218818;21;0;1;1;0;0;0;0;0;0;0;13;0;0;0;1;0;0;0;0;1;0;0;0;21039,4604327525
24.03.2025 13:00:00,000;22,9056672872097;22;0;0;1;1;0;0;50;0;49;0;22,0755638294626;21;0;1;1;0;0;0;0;0;0;0;13,1000003814697;0;0;0;1;0;0;0;0;1;0;0;0;17377,2392956328
24.03.2025 13:30:00,000;22,7958006530961;22;0;0;1;1;0;0;50;0;49;0;22,026734214301;21;0;1;1;0;0;0;0;0;0;0;13;0;0;0;1;0;0;0;0;1;0;0;0;10019,8370311594
24.03.2025 14:00:00,000;22,7103488265633;22;0;0;1;1;0;0;50;0;49;0;21,965697195349;21;0;1;1;0;0;0;0;0;0;0;12;0;0;0;1;0;0;0;0;1;0;0;0;3838,00775170141
24.03.2025 14:30:00,000;22,6004821924497;22;0;0;1;1;0;0;50;0;49;0;21,904660176397;21;0;1;1;0;0;0;0;0;0;0;10,6000003814697;0;0;0;1;0;0;0;0;1;0;0;0;3252,05236976226
24.03.2025 15:00:00,000;22,5028229621265;22;0;0;1;1;0;0;50;0;49;0;21,8802453688162;21;0;1;1;0;0;0;0;0;0;0;9,80000019073486;0;0;0;1;0;0;0;0;1;0;0;0;12744,5295571764
24.03.2025 15:30:00,000;22,4784081545457;22;0;0;1;1;0;0;50;0;49;0;21,8558305612354;21;0;1;1;0;0;0;0;0;0;0;10,1000003814697;0;0;0;1;0;0;0;0;1;0;0;0;4423,96313364055
24.03.2025 16:00:00,000;22,3563341166417;22;0;0;1;1;0;0;50;0;49;0;21,7581713309122;21;0;1;1;0;0;0;0;0;0;0;9,89999961853027;0;0;0;1;0;0;0;0;1;0;0;0;2578,20368053224
24.03.2025 16:30:00,000;22,2586748863186;22;0;0;1;1;0;0;50;0;49;0;21,6727195043794;21;0;1;1;0;0;0;0;0;0;0;9,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;10107,7303384503
24.03.2025 17:00:00,000;22,270882290109;22;0;0;1;1;0;0;50;0;49;0;21,6727195043794;21;0;1;1;0;0;0;0;0;0;0;9,89999961853027;0;0;0;1;0;0;0;0;1;0;0;0;10049,1348002564
24.03.2025 17:30:00,000;22,2586748863186;22;0;0;1;1;0;0;50;0;49;0;21,6849269081698;21;0;1;1;0;0;0;0;0;0;0;9,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;4248,17651905881
24.03.2025 18:00:00,000;22,1976378673666;22;0;0;1;1;0;0;50;0;49;0;21,6360972930082;21;0;1;1;0;0;0;0;0;0;0;9,39999961853027;0;0;0;1;0;0;0;0;1;0;0;0;380,870998260445
24.03.2025 18:30:00,000;22,3929563280129;22;0;0;1;1;0;0;50;0;49;0;21,9534897915586;21;0;1;1;0;0;0;0;0;0;0;8,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
24.03.2025 19:00:00,000;22,3685415204321;22;0;0;1;1;0;0;50;0;49;0;21,965697195349;21;0;1;1;0;0;0;0;0;0;0;8,39999961853027;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
24.03.2025 19:30:00,000;22,3563341166417;22;0;0;1;1;0;0;50;0;49;0;21,9534897915586;21;0;1;1;0;0;0;0;0;0;0;7,90000009536743;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
24.03.2025 20:00:00,000;22,2952970976897;22;0;0;1;1;0;0;50;0;49;0;21,9412823877682;21;0;1;1;0;0;0;0;0;0;0;7,30000019073486;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
24.03.2025 20:30:00,000;22,2464674825282;22;0;0;1;1;0;0;50;0;49;0;21,8802453688162;21;0;1;1;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
24.03.2025 21:00:00,000;22,2220526749474;22;0;0;1;1;0;0;50;0;49;0;21,8558305612354;21;0;1;1;0;0;0;0;0;0;0;7,19999980926514;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
24.03.2025 21:30:00,000;22,1976378673666;22;0;0;1;1;0;0;50;0;49;0;21,8070009460738;21;0;1;1;0;0;0;0;0;0;0;7,30000019073486;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
24.03.2025 22:00:00,000;22,1366008484146;22;0;0;1;1;0;0;50;0;49;0;21,7947935422834;21;0;1;1;0;0;0;0;0;0;0;6,59999990463257;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
24.03.2025 22:30:00,000;22,1610156559954;22;0;0;1;1;0;0;50;0;49;0;21,7581713309122;21;0;1;1;0;0;0;0;0;0;0;6,59999990463257;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
24.03.2025 23:00:00,000;22,087771233253;22;0;0;1;1;0;0;50;0;49;0;21,6849269081698;21;0;1;1;0;0;0;0;0;0;0;6,19999980926514;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
24.03.2025 23:30:00,000;22,0389416180914;22;0;0;1;1;0;0;50;0;49;0;21,6971343119602;21;0;1;1;0;0;0;0;0;0;0;6,30000019073486;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 00:00:00,000;22,0389416180914;22;0;0;1;1;0;0;50;0;49;0;21,6238898892178;21;0;1;1;0;0;0;0;0;0;0;6,5;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 00:30:00,000;21,9779045991394;22;0;0;1;1;0;0;50;0;49;0;21,599475081637;21;0;1;1;0;0;0;0;0;0;0;6,19999980926514;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 01:00:00,000;21,9534897915586;22;0;0;1;1;0;0;50;0;49;0;21,5628528702658;21;0;1;1;0;0;0;0;0;0;0;6,5;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 01:30:00,000;21,9290749839778;22;0;0;1;1;0;0;50;0;49;0;21,5628528702658;21;0;1;1;0;0;0;0;0;0;0;6,5;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 02:00:00,000;21,9290749839778;22;0;0;1;1;0;0;50;0;49;0;21,5018158513138;21;0;1;1;0;0;0;0;0;0;0;6,40000009536743;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 02:30:00,000;21,8924527726066;22;0;0;1;1;0;0;50;0;49;0;21,477401043733;21;0;1;1;0;0;0;0;0;0;0;6,40000009536743;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 03:00:00,000;21,8558305612354;22;0;0;1;1;0;0;50;0;49;0;21,4407788323618;21;0;1;1;0;0;0;0;0;0;0;6,5;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 03:30:00,000;21,8070009460738;22;0;0;1;1;0;0;50;0;49;0;21,4407788323618;21;0;1;1;0;0;0;0;0;0;0;6,5;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 04:00:00,000;21,8070009460738;22;0;0;1;1;0;0;50;0;49;0;21,416364024781;21;0;1;1;0;0;0;0;0;0;0;6,5;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 04:30:00,000;21,9779045991394;22;0;0;1;1;0;0;50;0;49;0;21,3919492172002;21;0;1;1;0;0;0;0;0;0;0;6,90000009536743;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 05:00:00,000;21,8680379650258;22;0;0;1;1;0;0;50;0;49;0;21,3431196020386;21;0;1;1;0;0;0;0;0;0;0;6,80000019073486;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 05:30:00,000;21,8314157536546;22;0;0;1;1;0;0;50;0;49;0;21,3064973906674;21;0;1;1;0;0;0;0;0;0;0;7,09999990463257;0;0;0;1;0;0;0;0;1;0;0;0;205,084383678701
25.03.2025 06:00:00,000;21,660512100589;22;0;0;1;1;0;0;50;0;49;0;20,9402752769555;21;0;1;1;0;0;0;0;0;0;0;6,90000009536743;134,349312433879;0;0;1;0;0;0;0;1;0;0;0;673,848689230018
25.03.2025 06:30:00,000;21,904660176397;22;0;0;1;1;0;0;50;0;49;0;20,8182012390515;21;0;1;1;0;0;0;0;0;0;0;7,19999980926514;85,5572953609881;0;0;1;0;0;0;0;1;0;0;0;2666,09698782311
25.03.2025 07:00:00,000;21,8680379650258;22;0;0;1;1;0;0;50;0;49;0;20,9524826807459;21;0;1;1;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;1;0;1;0;4599,7497482223
25.03.2025 07:30:00,000;21,8802453688162;22;0;0;1;1;0;0;50;0;49;0;20,8792382580035;21;0;1;1;0;0;0;0;0;0;0;7,5;0;0;0;1;0;0;0;0;1;0;1;0;6211,12704855495
25.03.2025 08:00:00,000;21,8924527726066;22;0;0;1;1;0;0;50;0;49;0;20,8914456617939;21;0;1;1;0;0;0;98;0;98;0;7,80000019073486;0;0;0;1;0;0;0;0;1;0;1;1;12246,4674825282
25.03.2025 08:30:00,000;22,0389416180914;22;0;0;1;1;0;0;50;0;49;0;20,9402752769555;21;0;1;1;0;0;0;98;0;98;0;8,10000038146973;0;0;0;1;0;0;0;0;1;0;1;1;20512,1005890072
25.03.2025 09:00:00,000;22,3319193090609;22;0;0;1;1;0;0;50;0;49;0;21,1478011413923;21;0;1;1;0;0;0;0;11;0;0;9,5;0;0;0;1;0;0;0;0;1;0;1;0;18314,7679067354
25.03.2025 09:30:00,000;22,5394451734977;22;0;0;1;1;0;0;50;0;49;0;21,3187047944578;21;0;1;1;0;0;0;0;11;0;0;10,1999998092651;0;0;0;1;0;0;0;0;1;0;1;0;29740,8978545488
25.03.2025 10:00:00,000;22,7225562303537;22;0;0;1;1;0;0;50;0;49;0;21,4529862361522;21;0;1;1;0;0;0;0;11;0;0;11,1000003814697;0;0;0;1;0;0;0;0;1;0;1;0;34725,1808221686
25.03.2025 10:30:00,000;22,8690450758385;22;0;0;1;1;0;0;50;0;49;0;21,477401043733;21;0;1;1;0;0;0;98;0;98;0;11,5;0;0;0;1;0;0;0;0;1;0;1;1;28422,4982451857
25.03.2025 11:00:00,000;23,1498153630177;22;0;0;1;1;0;0;50;0;49;0;21,4896084475234;21;0;1;1;0;0;0;0;11;0;0;11,8000001907349;0;0;0;1;0;0;0;0;1;0;1;0;36629,5358134709
25.03.2025 11:30:00,000;23,1742301705985;22;0;0;1;1;0;0;50;0;49;0;21,7093417157506;21;0;1;1;0;0;0;0;11;0;0;12,1999998092651;0;0;0;1;0;0;0;0;1;0;1;0;40350,3524887844
25.03.2025 12:00:00,000;23,1131931516465;22;0;0;1;1;0;0;50;0;49;0;21,8558305612354;21;0;1;1;0;0;0;0;11;0;0;12,3999996185303;0;0;0;1;0;0;0;0;1;0;1;0;33055,2079836421
25.03.2025 12:30:00,000;23,2840968047121;22;0;0;1;1;0;0;50;0;49;0;21,965697195349;21;0;1;1;0;0;0;0;11;0;0;12,3999996185303;0;0;0;1;0;0;0;0;1;0;1;0;22768,0288094729
25.03.2025 13:00:00,000;23,3817560350352;22;0;0;1;1;0;0;50;0;49;0;21,9901120029298;21;0;1;1;0;0;0;0;11;0;0;12,5;0;0;0;1;0;0;0;0;1;0;1;0;27924,4361705374
25.03.2025 13:30:00,000;23,5770744956816;22;0;0;1;1;0;0;50;0;49;0;22,0755638294626;21;0;1;1;0;0;0;0;11;0;0;12,3999996185303;0;0;0;1;0;0;0;0;1;0;1;0;16146,7329935606
25.03.2025 14:00:00,000;23,711355937376;22;0;0;1;1;0;0;50;0;49;0;22,026734214301;21;0;1;1;0;0;0;0;11;0;0;12,5;0;0;0;1;0;0;0;0;1;0;1;0;14502,3957029939
25.03.2025 14:30:00,000;23,8212225714896;22;0;0;1;1;0;0;50;0;49;0;21,9779045991394;21;0;1;1;0;0;0;0;11;0;0;13,1000003814697;0;0;0;1;0;0;0;0;1;0;1;0;20834,3760490738
25.03.2025 15:00:00,000;23,9921262245552;22;0;0;1;1;0;0;50;0;49;0;22,0145268105106;21;0;1;1;0;0;0;0;11;0;0;11,8999996185303;0;0;0;1;0;0;0;0;1;0;1;0;14678,1823175756
25.03.2025 15:30:00,000;23,9066743980224;22;0;0;1;1;0;0;50;0;49;0;22,0145268105106;21;0;1;1;0;0;0;0;11;0;0;11,8999996185303;0;0;0;1;0;0;0;0;1;0;1;0;12773,8273262734
25.03.2025 16:00:00,000;23,9188818018128;22;0;0;1;1;0;0;50;0;49;0;22,0633564256722;21;0;1;1;0;0;0;0;11;0;0;12,3999996185303;0;0;0;1;0;0;0;0;1;0;1;0;19428,0831324198
25.03.2025 16:30:00,000;23,8456373790704;22;0;0;1;1;0;0;50;0;49;0;22,0511490218818;21;0;1;1;0;0;0;0;11;0;0;12,1000003814697;0;0;0;1;0;0;0;0;1;0;1;0;11455,4277169103
25.03.2025 17:00:00,000;23,7846003601184;22;0;0;1;1;0;0;50;0;49;0;21,9901120029298;21;0;1;1;0;0;0;0;11;0;0;12,1000003814697;0;0;0;1;0;0;0;0;1;0;1;0;6445,50920133061
25.03.2025 17:30:00,000;23,5770744956816;22;0;0;1;1;0;0;50;0;49;0;21,8924527726066;21;0;1;1;0;0;0;0;11;0;0;11,6999998092651;0;0;0;1;0;0;0;0;1;0;0;0;1757,86614581744
25.03.2025 18:00:00,000;23,3573412274545;22;0;0;1;1;0;0;50;0;49;0;21,8192083498642;21;0;1;1;0;0;0;0;11;0;0;10,6999998092651;0;0;0;1;0;0;0;0;1;0;0;0;234,382152775658
25.03.2025 18:30:00,000;23,4183782464064;22;0;0;1;1;0;0;50;0;49;0;22,087771233253;21;0;1;1;0;0;0;0;11;0;0;10,8999996185303;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 19:00:00,000;23,3207190160833;22;0;0;1;1;0;0;50;0;49;0;22,1366008484146;21;0;1;1;0;0;0;0;11;0;0;9,89999961853027;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 19:30:00,000;23,2108523819697;22;0;0;1;1;0;0;50;0;49;0;22,1366008484146;21;0;1;1;0;0;0;0;11;0;0;9,60000038146973;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 20:00:00,000;23,1009857478561;22;0;0;1;1;0;0;50;0;49;0;22,1121860408338;21;0;1;1;0;0;0;0;11;0;0;8,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 20:30:00,000;23,0399487289041;22;0;0;1;1;0;0;50;0;49;0;22,0755638294626;21;0;1;1;0;0;0;0;11;0;0;9,10000038146973;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 21:00:00,000;22,9300820947905;22;0;0;1;1;0;0;50;0;49;0;22,0389416180914;21;0;1;1;0;0;0;0;11;0;0;8;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 21:30:00,000;22,8568376720481;22;0;0;1;1;0;0;50;0;49;0;21,9901120029298;21;0;1;1;0;0;0;0;11;0;0;7,5;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 22:00:00,000;22,7713858455153;22;0;0;1;1;0;0;50;0;49;0;21,9779045991394;21;0;1;1;0;0;0;0;11;0;0;7,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 22:30:00,000;22,7225562303537;22;0;0;1;1;0;0;50;0;49;0;21,9290749839778;21;0;1;1;0;0;0;0;11;0;0;7,80000019073486;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
25.03.2025 23:00:00,000;22,6493118076113;22;0;0;1;1;0;0;50;0;49;0;21,8924527726066;21;0;1;1;0;0;0;0;11;0;0;7,40000009536743;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
25.03.2025 23:30:00,000;22,6126895962401;22;0;0;1;1;0;0;50;0;49;0;21,8802453688162;21;0;1;1;0;0;0;0;11;0;0;7,5;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
26.03.2025 00:00:00,000;22,5272377697073;22;0;0;1;1;0;0;50;0;49;0;21,8558305612354;21;0;1;1;0;0;0;0;11;0;0;7,19999980926514;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
26.03.2025 00:30:00,000;22,4784081545457;22;0;0;1;1;0;0;50;0;49;0;21,7947935422834;21;0;1;1;0;0;0;0;11;0;0;7,09999990463257;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
26.03.2025 01:00:00,000;22,4173711355937;22;0;0;1;1;0;0;50;0;49;0;21,7947935422834;21;0;1;1;0;0;0;0;11;0;0;7,40000009536743;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
26.03.2025 01:30:00,000;22,3929563280129;22;0;0;1;1;0;0;50;0;49;0;21,7703787347026;21;0;1;1;0;0;0;0;11;0;0;7,19999980926514;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
26.03.2025 02:00:00,000;22,3319193090609;22;0;0;1;1;0;0;50;0;49;0;21,7581713309122;21;0;1;1;0;0;0;0;11;0;0;7,40000009536743;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
26.03.2025 02:30:00,000;22,2952970976897;22;0;0;1;1;0;0;50;0;49;0;21,6849269081698;21;0;1;1;0;0;0;0;11;0;0;7,59999990463257;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
26.03.2025 03:00:00,000;22,2464674825282;22;0;0;1;1;0;0;50;0;49;0;21,7093417157506;21;0;1;1;0;0;0;0;11;0;0;7,30000019073486;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
26.03.2025 03:30:00,000;22,209845271157;22;0;0;1;1;0;0;50;0;49;0;21,6360972930082;21;0;1;1;0;0;0;0;11;0;0;7;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
26.03.2025 04:00:00,000;22,1732230597858;22;0;0;1;1;0;0;50;0;49;0;21,5872676778466;21;0;1;1;0;0;0;0;11;0;0;7,19999980926514;0;0;0;1;0;0;0;0;1;0;0;0;175,786614581744
26.03.2025 04:30:00,000;22,1366008484146;22;0;0;1;1;0;0;50;0;49;0;21,5872676778466;21;0;1;1;0;0;0;0;11;0;0;6,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
26.03.2025 05:00:00,000;22,087771233253;22;0;0;1;1;0;0;50;0;49;0;21,5750602740562;21;0;1;1;0;0;0;0;11;0;0;6,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
26.03.2025 05:30:00,000;22,0755638294626;22;0;0;1;1;0;0;50;0;49;0;21,5628528702658;21;0;1;1;0;0;0;0;11;0;0;6,90000009536743;0;0;0;1;0;0;0;0;1;0;0;0;146,488845484787
26.03.2025 06:00:00,000;21,843623157445;22;0;0;1;1;0;0;50;0;49;0;21,1966307565539;21;0;1;1;0;0;0;0;11;0;0;6,69999980926514;0;0;0;1;0;0;0;0;1;0;0;0;1904,35499130222
26.03.2025 06:30:00,000;21,8680379650258;22;0;0;1;1;0;0;50;0;49;0;21,0623493148595;21;0;1;1;0;0;0;0;11;0;0;7;192,594561611597;0;0;1;0;0;0;0;1;0;1;0;4922,02520828883
26.03.2025 07:00:00,000;21,9779045991394;22;0;0;1;1;0;0;50;0;49;0;21,0013122959075;21;0;1;1;0;0;0;0;11;0;0;7;0;0;0;1;0;0;0;0;1;0;1;0;10459,3035676138
26.03.2025 07:30:00,000;22,1366008484146;22;0;0;1;1;0;0;50;0;49;0;21,2698751792962;21;0;1;1;0;0;0;26;100;26;100;7,80000019073486;0;0;0;1;0;0;0;0;1;0;1;1;11807,0009460738
26.03.2025 08:00:00,000;22,2952970976897;22;0;0;1;1;0;0;50;0;49;0;21,4407788323618;21;0;1;1;0;0;0;98;0;97;0;9;0;0;0;1;0;0;0;0;1;0;1;1;31062,959685049
26.03.2025 08:30:00,000;22,5516525772881;22;0;0;1;1;0;0;50;0;49;0;21,5750602740562;21;0;1;1;0;0;0;98;33;98;33;9,80000019073486;0;0;0;1;0;0;0;0;1;0;1;1;40438,2457960753
26.03.2025 09:00:00,000;22,9789117099521;22;0;0;1;1;0;0;50;0;49;0;21,660512100589;21;0;1;1;0;0;0;98;33;98;33;11,3000001907349;0;0;0;1;0;0;0;0;1;0;1;1;51721,549119541
26.03.2025 09:30:00,000;23,4183782464064;22;0;0;1;1;0;0;50;0;49;0;21,843623157445;21;0;1;1;0;0;0;99;100;99;100;12;0;0;0;1;0;0;0;0;1;0;1;1;61129,7952208014
26.03.2025 10:00:00,000;23,7357707449568;22;0;0;1;1;0;0;50;0;49;0;21,8680379650258;21;0;1;1;0;0;0;99;100;99;100;13,3000001907349;0;0;0;1;0;0;0;0;1;0;1;1;69040,1928769799
26.03.2025 10:30:00,000;23,9921262245552;22;0;0;1;1;0;0;50;0;49;0;21,9901120029298;21;0;1;1;0;0;0;99;100;99;100;13,1999998092651;0;0;0;1;0;0;0;0;1;0;1;1;76514,7862178411
26.03.2025 11:00:00,000;24,5536667989135;22;0;0;1;1;0;0;50;0;49;0;22,1732230597858;21;0;1;1;0;0;0;99;100;99;100;13,8999996185303;0;0;0;1;0;0;0;0;1;0;1;1;75313,5776848659
26.03.2025 11:30:00,000;24,3583483382672;22;0;0;1;1;0;0;50;0;49;0;22,3075045014801;21;0;1;1;0;0;0;98;0;97;0;12;0;0;0;1;0;0;0;0;1;0;1;1;16351,8173772393
26.03.2025 12:00:00,000;24,3949705496384;22;0;0;0;1;0;0;50;0;49;0;22,2586748863186;21;0;1;1;0;0;0;98;0;97;0;11,3999996185303;0;0;0;1;0;0;0;0;1;0;1;1;14502,3957029939
26.03.2025 12:30:00,000;22,6493118076113;22;0;0;0;1;0;0;50;0;49;0;22,0755638294626;21;0;1;1;0;0;0;98;0;97;0;11,8999996185303;0;0;0;1;0;0;0;0;1;0;1;1;26606,0365611744
